Unnamed: 0,id,date,store_nbr,family,sales,onpromotion,holiday_type,locale,locale_name,description,transferred,dcoilwtico,city,state,store_type,cluster,transactions,year,month,week,quarter,day_of_week
1381727,1362125,2015-02-06,28,HOME APPLIANCES,0.0,0,,,,,,51.66,Guayaquil,Guayas,E,10,959.0,2015,2,6,1,Friday
874475,865565,2014-05-02,45,DAIRY,2252.0,0,,,,,,100.09,Quito,Pichincha,A,11,3910.0,2014,5,18,2,Friday
518713,511585,2013-10-15,13,LADIESWEAR,0.0,0,,,,,,101.15,Latacunga,Cotopaxi,C,15,845.0,2013,10,42,4,Tuesday
962468,953558,2014-06-21,14,MAGAZINES,0.0,0,,,,,,,Riobamba,Chimborazo,C,7,1812.0,2014,6,25,2,Saturday
831906,822996,2014-04-08,50,DELI,371.387,0,,,,,,102.57,Ambato,Tungurahua,A,14,2314.0,2014,4,15,2,Tuesday
837750,828840,2014-04-12,15,GROCERY I,2850.0,0,Holiday,Local,Cuenca,Fundacion de Cuenca,False,,Ibarra,Imbabura,C,15,1336.0,2014,4,15,2,Saturday
715917,707007,2014-02-02,46,HOME AND KITCHEN I,0.0,0,,,,,,,Quito,Pichincha,A,14,4802.0,2014,2,5,1,Sunday
1020095,1004057,2014-07-19,30,SEAFOOD,0.0,0,,,,,,,Guayaquil,Guayas,C,3,714.0,2014,7,29,3,Saturday
770704,761794,2014-03-05,33,"LIQUOR,WINE,BEER",33.0,0,,,,,,101.75,Quevedo,Los Rios,C,3,1362.0,2014,3,10,1,Wednesday
1075177,1059139,2014-08-19,27,BOOKS,0.0,0,,,,,,94.35,Daule,Guayas,D,1,1248.0,2014,8,34,3,Tuesday
166705,166705,2013-04-04,36,"LIQUOR,WINE,BEER",0.0,0,,,,,,93.26,Libertad,Guayas,E,10,,2013,4,14,2,Thursday
1096607,1080569,2014-08-31,28,HOME APPLIANCES,2.0,0,,,,,,,Guayaquil,Guayas,E,10,1693.0,2014,8,35,3,Sunday
924587,915677,2014-05-30,50,PET SUPPLIES,0.0,0,,,,,,103.4,Ambato,Tungurahua,A,14,2639.0,2014,5,22,2,Friday
777927,769017,2014-03-09,36,HOME CARE,215.0,0,,,,,,,Libertad,Guayas,E,10,1125.0,2014,3,10,1,Sunday
762302,753392,2014-02-28,48,BEAUTY,3.0,0,,,,,,102.88,Quito,Pichincha,A,14,2946.0,2014,2,9,1,Friday
1229089,1213051,2014-11-13,45,BOOKS,0.0,0,,,,,,74.13,Quito,Pichincha,A,11,2915.0,2014,11,46,4,Thursday
1467460,1447858,2015-03-26,33,HOME AND KITCHEN II,18.0,0,,,,,,51.41,Quevedo,Los Rios,C,3,1017.0,2015,3,13,1,Thursday
1213910,1197872,2014-11-05,2,BREAD/BAKERY,504.231,1,,,,,,78.71,Quito,Pichincha,D,13,2074.0,2014,11,45,4,Wednesday
1377776,1358174,2015-02-04,17,PET SUPPLIES,0.0,0,,,,,,48.45,Quito,Pichincha,C,12,1257.0,2015,2,6,1,Wednesday
54097,54097,2013-01-31,27,EGGS,108.0,0,,,,,,97.65,Daule,Guayas,D,1,957.0,2013,1,5,1,Thursday
357662,350534,2013-07-16,44,DAIRY,1509.0,0,,,,,,105.88,Quito,Pichincha,A,5,3860.0,2013,7,29,3,Tuesday
430584,423456,2013-08-26,40,AUTOMOTIVE,0.0,0,,,,,,105.88,Machala,El Oro,C,3,1239.0,2013,8,35,3,Monday
1444805,1425203,2015-03-13,47,SEAFOOD,102.307,7,,,,,,44.88,Quito,Pichincha,A,14,3490.0,2015,3,11,1,Friday
267220,265438,2013-05-29,7,LADIESWEAR,0.0,0,,,,,,93.13,Quito,Pichincha,D,8,1773.0,2013,5,22,2,Wednesday
1010757,994719,2014-07-14,2,AUTOMOTIVE,5.0,0,,,,,,101.73,Quito,Pichincha,D,13,1913.0,2014,7,29,3,Monday
713817,704907,2014-02-01,37,PLAYERS AND ELECTRONICS,0.0,0,,,,,,,Cuenca,Azuay,D,2,1764.0,2014,2,5,1,Saturday
196250,196250,2013-04-21,15,SEAFOOD,5.0,0,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,,Ibarra,Imbabura,C,15,1230.0,2013,4,16,2,Sunday
185581,185581,2013-04-15,16,"LIQUOR,WINE,BEER",36.0,0,,,,,,88.75,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1007.0,2013,4,16,2,Monday
820756,811846,2014-04-02,38,GROCERY II,39.0,0,,,,,,99.6,Loja,Loja,D,4,1878.0,2014,4,14,2,Wednesday
477833,470705,2013-09-22,16,PET SUPPLIES,0.0,0,,,,,,,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1229.0,2013,9,38,3,Sunday
406811,399683,2013-08-13,23,LAWN AND GARDEN,0.0,0,,,,,,106.78,Ambato,Tungurahua,D,9,1084.0,2013,8,33,3,Tuesday
1501361,1481759,2015-04-14,34,PET SUPPLIES,0.0,0,Holiday,Local,Libertad,Cantonizacion de Libertad,False,53.3,Guayaquil,Guayas,B,6,2258.0,2015,4,16,2,Tuesday
796194,787284,2014-03-19,49,BEVERAGES,4828.0,0,,,,,,100.71,Quito,Pichincha,A,11,2273.0,2014,3,12,1,Wednesday
1077358,1061320,2014-08-20,38,CLEANING,835.0,3,,,,,,96.4,Loja,Loja,D,4,1802.0,2014,8,34,3,Wednesday
1009559,993521,2014-07-13,35,MAGAZINES,0.0,0,Event,National,Ecuador,Mundial de futbol Brasil: Final,False,,Playas,Guayas,C,3,685.0,2014,7,28,3,Sunday
1505254,1485652,2015-04-16,43,PERSONAL CARE,219.0,0,,,,,,56.69,Esmeraldas,Esmeraldas,E,10,1242.0,2015,4,16,2,Thursday
1120422,1104384,2014-09-13,46,CELEBRATION,36.0,0,,,,,,,Quito,Pichincha,A,14,4497.0,2014,9,37,3,Saturday
1178468,1162430,2014-10-16,25,BREAD/BAKERY,180.756,0,,,,,,82.33,Salinas,Santa Elena,D,1,679.0,2014,10,42,4,Thursday
934463,925553,2014-06-05,29,BEAUTY,0.0,0,,,,,,103.17,Guayaquil,Guayas,E,10,,2014,6,23,2,Thursday
1153886,1137848,2014-10-02,35,DAIRY,143.0,2,,,,,,91.02,Playas,Guayas,C,3,738.0,2014,10,40,4,Thursday
643107,634294,2013-12-22,7,BABY CARE,0.0,0,Holiday,Local,Salinas,Cantonizacion de Salinas,False,,Quito,Pichincha,D,8,1928.0,2013,12,51,4,Sunday
1266448,1250410,2014-12-04,43,CLEANING,1103.0,1,,,,,,66.73,Esmeraldas,Esmeraldas,E,10,1270.0,2014,12,49,4,Thursday
1476616,1457014,2015-03-31,4,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,47.72,Quito,Pichincha,D,9,1442.0,2015,3,14,1,Tuesday
1186837,1170799,2014-10-21,1,PERSONAL CARE,106.0,2,,,,,,83.25,Quito,Pichincha,D,13,1659.0,2014,10,43,4,Tuesday
1069919,1053881,2014-08-16,29,PET SUPPLIES,0.0,0,,,,,,,Guayaquil,Guayas,E,10,,2014,8,33,3,Saturday
789309,780399,2014-03-15,6,HOME AND KITCHEN I,28.0,0,,,,,,,Quito,Pichincha,D,13,1905.0,2014,3,11,1,Saturday
278631,276849,2013-06-05,27,GROCERY I,2251.0,0,,,,,,93.66,Daule,Guayas,D,1,1144.0,2013,6,23,2,Wednesday
488202,481074,2013-09-27,8,AUTOMOTIVE,7.0,0,,,,,,102.86,Quito,Pichincha,D,8,2884.0,2013,9,39,3,Friday
379375,372247,2013-07-28,53,CLEANING,0.0,0,,,,,,,Manta,Manabi,D,13,,2013,7,30,3,Sunday
1468604,1449002,2015-03-27,16,BREAD/BAKERY,205.0,1,,,,,,48.83,Santo Domingo,Santo Domingo de los Tsachilas,C,3,845.0,2015,3,13,1,Friday
94608,94608,2013-02-23,13,PRODUCE,0.0,0,,,,,,,Latacunga,Cotopaxi,C,15,1223.0,2013,2,8,1,Saturday
70128,70128,2013-02-09,27,BEVERAGES,1208.0,0,,,,,,,Daule,Guayas,D,1,1382.0,2013,2,6,1,Saturday
655451,646541,2013-12-30,5,BREAD/BAKERY,384.794,0,,,,,,98.9,Santo Domingo,Santo Domingo de los Tsachilas,D,4,2453.0,2013,12,1,4,Monday
884648,875738,2014-05-08,30,HOME APPLIANCES,0.0,0,,,,,,100.52,Guayaquil,Guayas,C,3,811.0,2014,5,19,2,Thursday
1088394,1072356,2014-08-26,47,LINGERIE,1.0,0,,,,,,95.78,Quito,Pichincha,A,14,3285.0,2014,8,35,3,Tuesday
411526,404398,2013-08-15,6,HOME AND KITCHEN II,0.0,0,Holiday,Local,Riobamba,Fundacion de Riobamba,False,107.43,Quito,Pichincha,D,13,1561.0,2013,8,33,3,Thursday
885381,876471,2014-05-08,50,MEATS,536.774,0,,,,,,100.52,Ambato,Tungurahua,A,14,2387.0,2014,5,19,2,Thursday
1211596,1195558,2014-11-03,54,BABY CARE,0.0,0,Holiday,National,Ecuador,Independencia de Cuenca,False,78.77,El Carmen,Manabi,C,3,1032.0,2014,11,45,4,Monday
865835,856925,2014-04-27,52,HARDWARE,0.0,0,,,,,,,Manta,Manabi,A,11,,2014,4,17,2,Sunday
963640,954730,2014-06-21,47,CLEANING,2661.0,0,,,,,,,Quito,Pichincha,A,14,4494.0,2014,6,25,2,Saturday
202500,202500,2013-04-24,40,GROCERY I,2119.0,0,,,,,,91.07,Machala,El Oro,C,3,1020.0,2013,4,17,2,Wednesday
1024112,1008074,2014-07-21,43,MAGAZINES,1.0,0,,,,,,105.34,Esmeraldas,Esmeraldas,E,10,1298.0,2014,7,30,3,Monday
1436662,1417060,2015-03-09,2,CLEANING,1039.0,0,,,,,,49.95,Quito,Pichincha,D,13,1943.0,2015,3,11,1,Monday
712552,703642,2014-01-31,51,HOME AND KITCHEN II,19.0,0,,,,,,97.55,Guayaquil,Guayas,A,17,1835.0,2014,1,5,1,Friday
637489,630361,2013-12-20,45,POULTRY,1534.796,0,,,,,,99.11,Quito,Pichincha,A,11,5099.0,2013,12,51,4,Friday
895981,887071,2014-05-14,48,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,102.63,Quito,Pichincha,A,14,2508.0,2014,5,20,2,Wednesday
672376,663466,2014-01-09,25,BABY CARE,0.0,0,,,,,,91.36,Salinas,Santa Elena,D,1,737.0,2014,1,2,1,Thursday
1152733,1136695,2014-10-01,52,EGGS,0.0,0,,,,,,90.74,Manta,Manabi,A,11,,2014,10,40,4,Wednesday
529992,522864,2013-10-21,3,GROCERY I,5942.0,0,,,,,,99.28,Quito,Pichincha,D,8,2869.0,2013,10,43,4,Monday
401422,394294,2013-08-10,22,EGGS,0.0,0,Holiday,National,Ecuador,Primer Grito de Independencia,False,,Puyo,Pastaza,C,7,,2013,8,32,3,Saturday
751343,742433,2014-02-22,4,SEAFOOD,16.498,0,,,,,,,Quito,Pichincha,D,9,1692.0,2014,2,8,1,Saturday
548642,541514,2013-10-31,52,HOME APPLIANCES,0.0,0,,,,,,96.29,Manta,Manabi,A,11,,2013,10,44,4,Thursday
149638,149638,2013-03-25,8,HOME AND KITCHEN II,0.0,0,,,,,,94.55,Quito,Pichincha,D,8,2677.0,2013,3,13,1,Monday
198546,198546,2013-04-22,3,HOME CARE,0.0,0,,,,,,88.81,Quito,Pichincha,D,8,2925.0,2013,4,17,2,Monday
1019088,1003050,2014-07-18,52,HOME AND KITCHEN I,0.0,0,,,,,,103.83,Manta,Manabi,A,11,,2014,7,29,3,Friday
1214873,1198835,2014-11-05,46,FROZEN FOODS,169.189,2,,,,,,78.71,Quito,Pichincha,A,14,3340.0,2014,11,45,4,Wednesday
1009521,993483,2014-07-13,34,HOME CARE,292.0,1,Event,National,Ecuador,Mundial de futbol Brasil: Final,False,,Guayaquil,Guayas,B,6,2166.0,2014,7,28,3,Sunday
1309655,1290053,2014-12-27,6,HOME APPLIANCES,0.0,0,,,,,,,Quito,Pichincha,D,13,2041.0,2014,12,52,4,Saturday
876214,867304,2014-05-03,43,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,,Esmeraldas,Esmeraldas,E,10,1449.0,2014,5,18,2,Saturday
678303,669393,2014-01-12,40,LINGERIE,10.0,0,,,,,,,Machala,El Oro,C,3,1049.0,2014,1,2,1,Sunday
969075,960165,2014-06-24,49,PRODUCE,4.0,0,,,,,,106.64,Quito,Pichincha,A,11,2070.0,2014,6,26,2,Tuesday
1174052,1158014,2014-10-13,50,FROZEN FOODS,79.0,0,,,,,,85.73,Ambato,Tungurahua,A,14,2214.0,2014,10,42,4,Monday
1194123,1178085,2014-10-25,14,HOME CARE,367.0,0,,,,,,,Riobamba,Chimborazo,C,7,1819.0,2014,10,43,4,Saturday
1171545,1155507,2014-10-12,30,GROCERY I,1901.0,0,,,,,,,Guayaquil,Guayas,C,3,605.0,2014,10,41,4,Sunday
577894,570766,2013-11-17,23,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,,Ambato,Tungurahua,D,9,1090.0,2013,11,46,4,Sunday
1518247,1498645,2015-04-23,9,HOME AND KITCHEN II,19.0,0,,,,,,56.59,Quito,Pichincha,B,6,1938.0,2015,4,17,2,Thursday
1181252,1165214,2014-10-17,52,HOME APPLIANCES,0.0,0,,,,,,82.8,Manta,Manabi,A,11,,2014,10,42,4,Friday
39315,39315,2013-01-23,12,GROCERY I,1423.0,0,,,,,,95.06,Latacunga,Cotopaxi,C,15,1142.0,2013,1,4,1,Wednesday
1302517,1284697,2014-12-23,6,CLEANING,1530.0,0,Additional,National,Ecuador,Navidad-2,False,56.78,Quito,Pichincha,D,13,3075.0,2014,12,52,4,Tuesday
749107,740197,2014-02-21,28,CLEANING,598.0,0,,,,,,102.53,Guayaquil,Guayas,E,10,916.0,2014,2,8,1,Friday
31548,31548,2013-01-18,44,AUTOMOTIVE,11.0,0,,,,,,95.61,Quito,Pichincha,A,5,3801.0,2013,1,3,1,Friday
692266,683356,2014-01-20,32,PERSONAL CARE,79.0,0,,,,,,,Guayaquil,Guayas,C,3,573.0,2014,1,4,1,Monday
3655,3655,2013-01-03,11,PERSONAL CARE,441.0,0,,,,,,92.97,Cayambe,Pichincha,B,6,2675.0,2013,1,1,1,Thursday
710396,701486,2014-01-30,41,BREAD/BAKERY,225.014,0,,,,,,98.25,Machala,El Oro,D,4,810.0,2014,1,5,1,Thursday
734199,725289,2014-02-13,1,HOME AND KITCHEN I,0.0,0,,,,,,100.27,Quito,Pichincha,D,13,1910.0,2014,2,7,1,Thursday
381679,374551,2013-07-30,19,BABY CARE,0.0,0,,,,,,103.14,Guaranda,Bolivar,C,15,1167.0,2013,7,31,3,Tuesday
1526031,1506429,2015-04-28,27,GROCERY I,1999.0,11,,,,,,57.05,Daule,Guayas,D,1,1274.0,2015,4,18,2,Tuesday
1333160,1313558,2015-01-10,15,PET SUPPLIES,0.0,0,Work Day,National,Ecuador,Recupero Puente Primer dia del ano,False,,Ibarra,Imbabura,C,15,1343.0,2015,1,2,1,Saturday
821965,813055,2014-04-03,22,BABY CARE,0.0,0,,,,,,100.29,Puyo,Pastaza,C,7,,2014,4,14,2,Thursday
855514,846604,2014-04-22,13,"LIQUOR,WINE,BEER",11.0,0,,,,,,101.69,Latacunga,Cotopaxi,C,15,908.0,2014,4,17,2,Tuesday
1220917,1204879,2014-11-09,16,HOME AND KITCHEN II,6.0,0,,,,,,,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1143.0,2014,11,45,4,Sunday
682036,673126,2014-01-14,45,PERSONAL CARE,366.0,0,,,,,,92.15,Quito,Pichincha,A,11,3021.0,2014,1,3,1,Tuesday
275729,273947,2013-06-03,45,HARDWARE,3.0,0,,,,,,93.41,Quito,Pichincha,A,11,3300.0,2013,6,23,2,Monday
278505,276723,2013-06-05,23,HOME CARE,0.0,0,,,,,,93.66,Ambato,Tungurahua,D,9,1203.0,2013,6,23,2,Wednesday
568412,561284,2013-11-11,8,LAWN AND GARDEN,1.0,0,Holiday,Local,Latacunga,Independencia de Latacunga,False,95.13,Quito,Pichincha,D,8,2689.0,2013,11,46,4,Monday
332346,326553,2013-07-03,21,HOME CARE,0.0,0,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,101.92,Santo Domingo,Santo Domingo de los Tsachilas,B,6,,2013,7,27,3,Wednesday
915447,906537,2014-05-25,44,PLAYERS AND ELECTRONICS,0.0,0,,,,,,,Quito,Pichincha,A,5,5182.0,2014,5,21,2,Sunday
850744,841834,2014-04-19,3,BOOKS,0.0,0,,,,,,,Quito,Pichincha,D,8,3648.0,2014,4,16,2,Saturday
1281975,1265937,2014-12-13,29,MEATS,0.0,0,,,,,,,Guayaquil,Guayas,E,10,,2014,12,50,4,Saturday
906819,897909,2014-05-20,52,GROCERY I,0.0,0,,,,,,102.8,Manta,Manabi,A,11,,2014,5,21,2,Tuesday
1089451,1073413,2014-08-27,27,"LIQUOR,WINE,BEER",94.0,0,,,,,,95.82,Daule,Guayas,D,1,1291.0,2014,8,35,3,Wednesday
1157400,1141362,2014-10-04,33,MEATS,339.095,0,,,,,,,Quevedo,Los Rios,C,3,1162.0,2014,10,40,4,Saturday
992034,976266,2014-07-03,50,PLAYERS AND ELECTRONICS,11.0,0,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,104.76,Ambato,Tungurahua,A,14,2510.0,2014,7,27,3,Thursday
813662,804752,2014-03-29,39,HARDWARE,2.0,0,,,,,,,Cuenca,Azuay,B,6,1814.0,2014,3,13,1,Saturday
1130766,1114728,2014-09-19,36,LINGERIE,4.0,0,,,,,,92.43,Libertad,Guayas,E,10,907.0,2014,9,38,3,Friday
899291,890381,2014-05-16,41,DAIRY,456.0,1,,,,,,102.31,Machala,El Oro,D,4,944.0,2014,5,20,2,Friday
1452188,1432586,2015-03-17,54,MAGAZINES,0.0,0,,,,,,43.39,El Carmen,Manabi,C,3,860.0,2015,3,12,1,Tuesday
289433,287651,2013-06-11,3,MAGAZINES,0.0,0,,,,,,95.5,Quito,Pichincha,D,8,2760.0,2013,6,24,2,Tuesday
678184,669274,2014-01-12,38,BABY CARE,0.0,0,,,,,,,Loja,Loja,D,4,2396.0,2014,1,2,1,Sunday
77814,77814,2013-02-13,42,AUTOMOTIVE,0.0,0,,,,,,97.03,Cuenca,Azuay,D,2,,2013,2,7,1,Wednesday
690878,681968,2014-01-19,43,MAGAZINES,0.0,0,,,,,,,Esmeraldas,Esmeraldas,E,10,1257.0,2014,1,3,1,Sunday
477127,469999,2013-09-21,46,GROCERY II,73.0,0,,,,,,,Quito,Pichincha,A,14,4430.0,2013,9,38,3,Saturday
1201924,1185886,2014-10-29,32,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,82.25,Guayaquil,Guayas,C,3,504.0,2014,10,44,4,Wednesday
298204,296422,2013-06-16,26,HOME AND KITCHEN II,0.0,0,,,,,,,Guayaquil,Guayas,D,10,1043.0,2013,6,24,2,Sunday
75968,75968,2013-02-12,40,BEAUTY,0.0,0,Holiday,National,Ecuador,Carnaval,False,97.48,Machala,El Oro,C,3,633.0,2013,2,7,1,Tuesday
465265,458137,2013-09-15,13,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,,Latacunga,Cotopaxi,C,15,913.0,2013,9,37,3,Sunday
1504001,1484399,2015-04-15,9,PET SUPPLIES,0.0,0,,,,,,56.25,Quito,Pichincha,B,6,2043.0,2015,4,16,2,Wednesday
524825,517697,2013-10-18,34,PET SUPPLIES,0.0,0,,,,,,100.87,Guayaquil,Guayas,B,6,2389.0,2013,10,42,4,Friday
924307,915397,2014-05-30,43,EGGS,46.0,0,,,,,,103.4,Esmeraldas,Esmeraldas,E,10,1347.0,2014,5,22,2,Friday
56743,56743,2013-02-01,50,HOME AND KITCHEN II,0.0,0,,,,,,97.46,Ambato,Tungurahua,A,14,2465.0,2013,2,5,1,Friday
1168283,1152245,2014-10-10,39,HOME APPLIANCES,0.0,0,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,False,85.87,Cuenca,Azuay,B,6,1370.0,2014,10,41,4,Friday
1418371,1398769,2015-02-26,6,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,47.65,Quito,Pichincha,D,13,1525.0,2015,2,9,1,Thursday
1526551,1506949,2015-04-28,41,BOOKS,0.0,0,,,,,,57.05,Machala,El Oro,D,4,893.0,2015,4,18,2,Tuesday
534110,526982,2013-10-23,45,BREAD/BAKERY,762.364,0,,,,,,96.9,Quito,Pichincha,A,11,2986.0,2013,10,43,4,Wednesday
221178,221178,2013-05-05,15,GROCERY I,3420.0,0,,,,,,,Ibarra,Imbabura,C,15,1413.0,2013,5,18,2,Sunday
308278,306496,2013-06-21,9,PERSONAL CARE,199.0,0,,,,,,93.81,Quito,Pichincha,B,6,1920.0,2013,6,25,2,Friday
1193320,1177282,2014-10-24,41,CLEANING,686.0,3,,,,,,81.27,Machala,El Oro,D,4,967.0,2014,10,43,4,Friday
63585,63585,2013-02-05,42,PLAYERS AND ELECTRONICS,0.0,0,,,,,,96.68,Cuenca,Azuay,D,2,,2013,2,6,1,Tuesday
736554,727644,2014-02-14,25,PLAYERS AND ELECTRONICS,0.0,0,,,,,,100.31,Salinas,Santa Elena,D,1,1279.0,2014,2,7,1,Friday
1485080,1465478,2015-04-05,28,HARDWARE,2.0,0,,,,,,,Guayaquil,Guayas,E,10,1326.0,2015,4,14,2,Sunday
1136826,1120788,2014-09-22,7,DELI,198.86,3,,,,,,91.46,Quito,Pichincha,D,8,1882.0,2014,9,39,3,Monday
1311099,1291497,2014-12-28,46,DELI,1037.101,4,,,,,,,Quito,Pichincha,A,14,4812.0,2014,12,52,4,Sunday
399634,392506,2013-08-09,22,BOOKS,0.0,0,,,,,,106.04,Puyo,Pastaza,C,7,,2013,8,32,3,Friday
123101,123101,2013-03-11,13,FROZEN FOODS,2.0,0,,,,,,92.07,Latacunga,Cotopaxi,C,15,942.0,2013,3,11,1,Monday
879060,870150,2014-05-05,24,CELEBRATION,0.0,0,,,,,,99.74,Guayaquil,Guayas,D,1,,2014,5,19,2,Monday
1317292,1297690,2015-01-01,2,SCHOOL AND OFFICE SUPPLIES,0.0,0,Holiday,National,Ecuador,Primer dia del ano,False,,Quito,Pichincha,D,13,,2015,1,1,1,Thursday
362058,354930,2013-07-19,18,HOME AND KITCHEN I,0.0,0,,,,,,108.0,Quito,Pichincha,B,16,1263.0,2013,7,29,3,Friday
592083,584955,2013-11-25,21,PRODUCE,0.0,0,,,,,,93.86,Santo Domingo,Santo Domingo de los Tsachilas,B,6,,2013,11,48,4,Monday
305794,304012,2013-06-20,39,HOME AND KITCHEN II,0.0,0,,,,,,94.89,Cuenca,Azuay,B,6,1278.0,2013,6,25,2,Thursday
633389,626261,2013-12-18,30,LAWN AND GARDEN,0.0,0,,,,,,97.59,Guayaquil,Guayas,C,3,848.0,2013,12,51,4,Wednesday
884397,875487,2014-05-08,23,PRODUCE,0.0,0,,,,,,100.52,Ambato,Tungurahua,D,9,982.0,2014,5,19,2,Thursday
1376816,1357214,2015-02-03,4,MAGAZINES,0.0,0,,,,,,53.04,Quito,Pichincha,D,9,1463.0,2015,2,6,1,Tuesday
622944,615816,2013-12-12,38,BEVERAGES,755.0,0,,,,,,97.21,Loja,Loja,D,4,1717.0,2013,12,50,4,Thursday
1319325,1299723,2015-01-02,27,HOME CARE,0.0,0,Bridge,National,Ecuador,Puente Primer dia del ano,False,52.72,Daule,Guayas,D,1,1806.0,2015,1,1,1,Friday
885564,876654,2014-05-08,7,DELI,149.827,0,,,,,,100.52,Quito,Pichincha,D,8,1805.0,2014,5,19,2,Thursday
199121,199121,2013-04-22,45,SEAFOOD,83.557,0,,,,,,88.81,Quito,Pichincha,A,11,3220.0,2013,4,17,2,Monday
654820,645910,2013-12-30,32,BABY CARE,0.0,0,,,,,,98.9,Guayaquil,Guayas,C,3,887.0,2013,12,1,4,Monday
263837,262055,2013-05-28,12,BEAUTY,0.0,0,,,,,,94.65,Latacunga,Cotopaxi,C,15,1169.0,2013,5,22,2,Tuesday
