Unnamed: 0,id,date,store_nbr,family,sales,onpromotion,holiday_type,locale,locale_name,description,transferred,dcoilwtico,city,state,store_type,cluster,transactions,year,month,week,quarter,day_of_week
1961357,1934627,2015-12-24,41,BEAUTY,4.0,0,Additional,National,Ecuador,Navidad-1,False,37.62,Machala,El Oro,D,4,2407.0,2015,12,52,4,Thursday
1654614,1629666,2015-07-06,34,PLAYERS AND ELECTRONICS,10.0,0,,,,,,52.48,Guayaquil,Guayas,B,6,1559.0,2015,7,28,3,Monday
1570033,1550431,2015-05-23,11,PERSONAL CARE,359.0,3,,,,,,,Cayambe,Pichincha,B,6,2546.0,2015,5,21,2,Saturday
2104522,2077792,2016-03-14,9,GROCERY II,4.0,0,,,,,,37.2,Quito,Pichincha,B,6,1831.0,2016,3,11,1,Monday
2032923,2006193,2016-02-03,49,MEATS,718.804,0,,,,,,32.29,Quito,Pichincha,A,11,2874.0,2016,2,5,1,Wednesday
2351896,2310910,2016-07-23,49,LADIESWEAR,25.0,0,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,,Quito,Pichincha,A,11,3187.0,2016,7,29,3,Saturday
1844604,1819656,2015-10-21,16,BEVERAGES,1091.0,1,,,,,,45.22,Santo Domingo,Santo Domingo de los Tsachilas,C,3,725.0,2015,10,43,4,Wednesday
1542257,1522655,2015-05-07,32,BEAUTY,0.0,0,,,,,,58.99,Guayaquil,Guayas,C,3,637.0,2015,5,19,2,Thursday
1551004,1531402,2015-05-12,28,BOOKS,0.0,0,Holiday,Local,Puyo,Cantonizacion del Puyo,False,60.72,Guayaquil,Guayas,E,10,1200.0,2015,5,20,2,Tuesday
2487578,2444810,2016-10-06,7,BREAD/BAKERY,728.443,0,,,,,,50.44,Quito,Pichincha,D,8,1791.0,2016,10,40,4,Thursday
1634768,1611602,2015-06-26,28,HARDWARE,0.0,0,,,,,,59.41,Guayaquil,Guayas,E,10,890.0,2015,6,26,2,Friday
2519788,2477020,2016-10-25,10,CLEANING,692.0,19,,,,,,49.45,Quito,Pichincha,C,15,853.0,2016,10,43,4,Tuesday
1700181,1675233,2015-08-01,13,LINGERIE,3.0,0,,,,,,,Latacunga,Cotopaxi,C,15,1289.0,2015,8,31,3,Saturday
1565219,1545617,2015-05-20,26,PREPARED FOODS,7.0,0,,,,,,58.96,Guayaquil,Guayas,D,10,486.0,2015,5,21,2,Wednesday
3051241,2997781,2017-08-14,21,POULTRY,147.382,0,,,,,,47.59,Santo Domingo,Santo Domingo de los Tsachilas,B,6,1045.0,2017,8,33,3,Monday
2179915,2151403,2016-04-25,24,BABY CARE,0.0,0,Event,National,Ecuador,Terremoto Manabi+9,False,41.67,Guayaquil,Guayas,D,1,2122.0,2016,4,17,2,Monday
1784754,1759806,2015-09-17,36,HOME AND KITCHEN I,27.0,1,,,,,,46.93,Libertad,Guayas,E,10,1453.0,2015,9,38,3,Thursday
2505631,2462863,2016-10-17,13,CLEANING,659.0,22,,,,,,49.97,Latacunga,Cotopaxi,C,15,887.0,2016,10,42,4,Monday
1735316,1710368,2015-08-20,49,FROZEN FOODS,244.899,2,,,,,,41.0,Quito,Pichincha,A,11,2499.0,2015,8,34,3,Thursday
2888388,2840274,2017-05-17,51,PRODUCE,9495.502,204,,,,,,49.04,Guayaquil,Guayas,A,17,1742.0,2017,5,20,2,Wednesday
2335581,2294595,2016-07-14,41,CELEBRATION,51.0,0,,,,,,45.64,Machala,El Oro,D,4,873.0,2016,7,28,3,Thursday
1968359,1941629,2015-12-29,38,DAIRY,822.0,2,,,,,,37.88,Loja,Loja,D,4,1796.0,2015,12,53,4,Tuesday
2146259,2119529,2016-04-07,3,BREAD/BAKERY,934.273,1,,,,,,37.3,Quito,Pichincha,D,8,2787.0,2016,4,14,2,Thursday
2938954,2890840,2017-06-15,21,CLEANING,706.0,24,,,,,,44.47,Santo Domingo,Santo Domingo de los Tsachilas,B,6,890.0,2017,6,24,2,Thursday
2406332,2363564,2016-08-22,27,BREAD/BAKERY,740.093,9,,,,,,46.8,Daule,Guayas,D,1,1428.0,2016,8,34,3,Monday
2242798,2207158,2016-05-26,38,LADIESWEAR,10.0,0,,,,,,49.0,Loja,Loja,D,4,1249.0,2016,5,21,2,Thursday
1528056,1508454,2015-04-29,33,MEATS,209.921,0,,,,,,58.55,Quevedo,Los Rios,C,3,929.0,2015,4,18,2,Wednesday
2783781,2737449,2017-03-21,18,AUTOMOTIVE,3.0,0,,,,,,47.02,Quito,Pichincha,B,16,1419.0,2017,3,12,1,Tuesday
2694991,2648659,2017-01-30,26,GROCERY II,1.0,0,,,,,,52.63,Guayaquil,Guayas,D,10,413.0,2017,1,5,1,Monday
2421425,2378657,2016-08-30,5,HOME APPLIANCES,1.0,0,,,,,,46.32,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1158.0,2016,8,35,3,Tuesday
2985889,2932429,2017-07-08,38,HOME AND KITCHEN II,26.0,0,,,,,,,Loja,Loja,D,4,2019.0,2017,7,27,3,Saturday
2648682,2602350,2017-01-04,27,BEVERAGES,3896.0,50,,,,,,53.26,Daule,Guayas,D,1,1644.0,2017,1,1,1,Wednesday
2836190,2788076,2017-04-18,38,BREAD/BAKERY,316.308,5,,,,,,52.46,Loja,Loja,D,4,1239.0,2017,4,16,2,Tuesday
1542445,1522843,2015-05-07,37,PERSONAL CARE,226.0,1,,,,,,58.99,Cuenca,Azuay,D,2,1651.0,2015,5,19,2,Thursday
2185787,2157275,2016-04-28,38,SEAFOOD,7.67,0,Event,National,Ecuador,Terremoto Manabi+12,False,46.03,Loja,Loja,D,4,1237.0,2016,4,17,2,Thursday
1850817,1825869,2015-10-24,4,GROCERY I,4196.0,7,,,,,,,Quito,Pichincha,D,9,1707.0,2015,10,43,4,Saturday
2126828,2100098,2016-03-27,34,FROZEN FOODS,81.0,2,,,,,,,Guayaquil,Guayas,B,6,1845.0,2016,3,12,1,Sunday
2562248,2517698,2016-11-16,50,PREPARED FOODS,112.006,3,,,,,,45.56,Ambato,Tungurahua,A,14,2303.0,2016,11,46,4,Wednesday
2482672,2439904,2016-10-04,19,HOME AND KITCHEN II,8.0,0,,,,,,48.67,Guaranda,Bolivar,C,15,1134.0,2016,10,40,4,Tuesday
1839253,1814305,2015-10-18,15,SCHOOL AND OFFICE SUPPLIES,0.0,0,,,,,,,Ibarra,Imbabura,C,15,1134.0,2015,10,42,4,Sunday
1975537,1948807,2016-01-02,39,PERSONAL CARE,684.0,0,,,,,,,Cuenca,Azuay,B,6,1734.0,2016,1,53,1,Saturday
2080164,2053434,2016-03-01,25,DELI,150.133,0,,,,,,34.39,Salinas,Santa Elena,D,1,836.0,2016,3,9,1,Tuesday
2267038,2231398,2016-06-09,19,BOOKS,0.0,0,,,,,,50.52,Guaranda,Bolivar,C,15,1021.0,2016,6,23,2,Thursday
2423796,2381028,2016-09-01,17,GROCERY I,4013.0,41,,,,,,43.17,Quito,Pichincha,C,12,1349.0,2016,9,35,3,Thursday
1816995,1792047,2015-10-05,40,HOME AND KITCHEN I,24.0,0,,,,,,46.28,Machala,El Oro,C,3,1517.0,2015,10,41,4,Monday
2606834,2562284,2016-12-11,51,SEAFOOD,74.437,1,,,,,,,Guayaquil,Guayas,A,17,1927.0,2016,12,49,4,Sunday
2685586,2639254,2017-01-25,12,GROCERY II,4.0,0,,,,,,52.14,Latacunga,Cotopaxi,C,15,1155.0,2017,1,4,1,Wednesday
2039372,2012642,2016-02-07,30,BREAD/BAKERY,109.0,23,,,,,,,Guayaquil,Guayas,C,3,568.0,2016,2,5,1,Sunday
1783956,1759008,2015-09-17,14,DELI,302.0,0,,,,,,46.93,Riobamba,Chimborazo,C,7,1283.0,2015,9,38,3,Thursday
1676065,1651117,2015-07-18,36,POULTRY,166.785,0,,,,,,,Libertad,Guayas,E,10,1252.0,2015,7,29,3,Saturday
2047526,2020796,2016-02-12,1,DAIRY,894.0,3,,,,,,29.32,Quito,Pichincha,D,13,1934.0,2016,2,6,1,Friday
2423793,2381025,2016-09-01,17,DELI,408.0,6,,,,,,43.17,Quito,Pichincha,C,12,1349.0,2016,9,35,3,Thursday
2652684,2606352,2017-01-06,39,GROCERY I,5564.812,60,,,,,,53.98,Cuenca,Azuay,B,6,1274.0,2017,1,1,1,Friday
1910002,1885054,2015-11-26,5,POULTRY,175.262,1,,,,,,,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1177.0,2015,11,48,4,Thursday
1860521,1835573,2015-10-30,12,HARDWARE,0.0,0,,,,,,46.6,Latacunga,Cotopaxi,C,15,1035.0,2015,10,44,4,Friday
2662711,2616379,2017-01-12,20,CLEANING,773.0,22,,,,,,53.01,Quito,Pichincha,B,6,1206.0,2017,1,2,1,Thursday
2246877,2211237,2016-05-28,52,CELEBRATION,0.0,0,,,,,,,Manta,Manabi,A,11,,2016,5,21,2,Saturday
1535174,1515572,2015-05-03,33,HARDWARE,0.0,0,,,,,,,Quevedo,Los Rios,C,3,1257.0,2015,5,18,2,Sunday
2294636,2258996,2016-06-24,42,HARDWARE,1.0,0,,,,,,46.7,Cuenca,Azuay,D,2,1054.0,2016,6,25,2,Friday
2713974,2667642,2017-02-09,9,LINGERIE,7.0,0,,,,,,52.99,Quito,Pichincha,B,6,1871.0,2017,2,6,1,Thursday
1544222,1524620,2015-05-08,37,LAWN AND GARDEN,24.0,0,,,,,,59.41,Cuenca,Azuay,D,2,1855.0,2015,5,19,2,Friday
1775664,1750716,2015-09-12,31,AUTOMOTIVE,5.0,0,,,,,,,Babahoyo,Los Rios,B,10,1548.0,2015,9,37,3,Saturday
1950266,1925318,2015-12-19,3,SEAFOOD,90.843,0,,,,,,,Quito,Pichincha,D,8,4605.0,2015,12,51,4,Saturday
2903641,2855527,2017-05-26,30,BOOKS,0.0,0,Transfer,National,Ecuador,Traslado Batalla de Pichincha,False,49.58,Guayaquil,Guayas,C,3,665.0,2017,5,21,2,Friday
2146791,2120061,2016-04-07,44,DELI,343.426,0,,,,,,37.3,Quito,Pichincha,A,5,3594.0,2016,4,14,2,Thursday
2134693,2107963,2016-03-31,54,"LIQUOR,WINE,BEER",7.0,0,,,,,,36.94,El Carmen,Manabi,C,3,663.0,2016,3,13,1,Thursday
2246332,2210692,2016-05-28,37,"LIQUOR,WINE,BEER",96.0,1,,,,,,,Cuenca,Azuay,D,2,1221.0,2016,5,21,2,Saturday
1967259,1940529,2015-12-28,7,PRODUCE,4750.653,0,,,,,,36.36,Quito,Pichincha,D,8,1581.0,2015,12,53,4,Monday
2304087,2264883,2016-06-27,8,PLAYERS AND ELECTRONICS,20.0,0,,,,,,45.8,Quito,Pichincha,D,8,2408.0,2016,6,26,2,Monday
1913296,1888348,2015-11-28,42,"LIQUOR,WINE,BEER",255.0,0,,,,,,,Cuenca,Azuay,D,2,1305.0,2015,11,48,4,Saturday
2723393,2677061,2017-02-15,23,BEAUTY,2.0,1,,,,,,53.11,Ambato,Tungurahua,D,9,1001.0,2017,2,7,1,Wednesday
1692346,1667398,2015-07-27,43,CLEANING,1125.0,0,,,,,,47.17,Esmeraldas,Esmeraldas,E,10,1291.0,2015,7,31,3,Monday
2831027,2782913,2017-04-15,42,MAGAZINES,13.0,0,,,,,,,Cuenca,Azuay,D,2,1324.0,2017,4,15,2,Saturday
2265947,2230307,2016-06-08,38,BEAUTY,5.0,0,,,,,,51.23,Loja,Loja,D,4,1418.0,2016,6,23,2,Wednesday
1880161,1855213,2015-11-10,13,LADIESWEAR,0.0,0,Holiday,Local,Guaranda,Independencia de Guaranda,False,44.23,Latacunga,Cotopaxi,C,15,828.0,2015,11,46,4,Tuesday
2092431,2065701,2016-03-08,2,AUTOMOTIVE,2.0,0,,,,,,36.67,Quito,Pichincha,D,13,1876.0,2016,3,10,1,Tuesday
1662493,1637545,2015-07-10,6,LADIESWEAR,26.0,0,,,,,,52.74,Quito,Pichincha,D,13,1763.0,2015,7,28,3,Friday
2080519,2053789,2016-03-01,35,BABY CARE,2.0,0,,,,,,34.39,Playas,Guayas,C,3,823.0,2016,3,9,1,Tuesday
1527902,1508300,2015-04-29,3,BEAUTY,3.0,0,,,,,,58.55,Quito,Pichincha,D,8,2931.0,2015,4,18,2,Wednesday
1545202,1525600,2015-05-09,15,EGGS,159.0,0,Additional,National,Ecuador,Dia de la Madre-1,False,,Ibarra,Imbabura,C,15,1537.0,2015,5,19,2,Saturday
2418921,2376153,2016-08-29,3,LINGERIE,22.0,0,,,,,,46.97,Quito,Pichincha,D,8,2875.0,2016,8,35,3,Monday
2528620,2485852,2016-10-29,8,POULTRY,757.867,0,,,,,,,Quito,Pichincha,D,8,2817.0,2016,10,43,4,Saturday
1650216,1625268,2015-07-04,11,HOME CARE,787.0,0,,,,,,,Cayambe,Pichincha,B,6,2676.0,2015,7,27,3,Saturday
1665791,1640843,2015-07-12,48,HOME APPLIANCES,0.0,0,,,,,,,Quito,Pichincha,A,14,4068.0,2015,7,28,3,Sunday
2658509,2612177,2017-01-09,51,PREPARED FOODS,118.846,1,,,,,,51.95,Guayaquil,Guayas,A,17,1430.0,2017,1,2,1,Monday
2583426,2538876,2016-11-28,45,LINGERIE,9.0,2,Event,National,Ecuador,Cyber Monday,False,45.66,Quito,Pichincha,A,11,3356.0,2016,11,48,4,Monday
1584423,1564821,2015-05-31,15,PLAYERS AND ELECTRONICS,0.0,0,,,,,,,Ibarra,Imbabura,C,15,1232.0,2015,5,22,2,Sunday
2045255,2018525,2016-02-10,45,HARDWARE,3.0,0,,,,,,27.54,Quito,Pichincha,A,11,3490.0,2016,2,6,1,Wednesday
1735173,1710225,2015-08-20,45,AUTOMOTIVE,22.0,0,,,,,,41.0,Quito,Pichincha,A,11,3224.0,2015,8,34,3,Thursday
2902521,2854407,2017-05-25,49,CELEBRATION,39.0,0,,,,,,48.57,Quito,Pichincha,A,11,2769.0,2017,5,21,2,Thursday
2931070,2882956,2017-06-10,5,EGGS,126.0,4,,,,,,,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1297.0,2017,6,23,2,Saturday
2348841,2307855,2016-07-22,14,AUTOMOTIVE,1.0,0,,,,,,43.41,Riobamba,Chimborazo,C,7,1082.0,2016,7,29,3,Friday
2633362,2587030,2016-12-26,46,POULTRY,1545.703,0,Additional,National,Ecuador,Navidad+1,False,,Quito,Pichincha,A,14,5508.0,2016,12,52,4,Monday
1982424,1955694,2016-01-06,32,HOME AND KITCHEN I,15.0,0,,,,,,33.97,Guayaquil,Guayas,C,3,637.0,2016,1,1,1,Wednesday
2014747,1988017,2016-01-24,39,SCHOOL AND OFFICE SUPPLIES,5.0,0,,,,,,,Cuenca,Azuay,B,6,1440.0,2016,1,3,1,Sunday
2259775,2224135,2016-06-05,15,BABY CARE,3.0,0,,,,,,,Ibarra,Imbabura,C,15,1113.0,2016,6,22,2,Sunday
1937776,1912828,2015-12-12,3,HOME AND KITCHEN II,46.0,1,,,,,,,Quito,Pichincha,D,8,4046.0,2015,12,50,4,Saturday
2319899,2278913,2016-07-05,50,SEAFOOD,25.298,2,,,,,,46.73,Ambato,Tungurahua,A,14,2555.0,2016,7,27,3,Tuesday
2608465,2563915,2016-12-12,48,GROCERY II,26.0,0,,,,,,52.74,Quito,Pichincha,A,14,2546.0,2016,12,50,4,Monday
2834058,2785944,2017-04-17,28,HOME CARE,277.0,12,,,,,,52.62,Guayaquil,Guayas,E,10,1166.0,2017,4,16,2,Monday
1762079,1737131,2015-09-04,5,FROZEN FOODS,157.375,1,,,,,,46.02,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1373.0,2015,9,36,3,Friday
1973324,1946594,2016-01-01,27,MAGAZINES,0.0,0,Holiday,National,Ecuador,Primer dia del ano,False,,Daule,Guayas,D,1,,2016,1,53,1,Friday
2115778,2089048,2016-03-21,24,HOME AND KITCHEN II,27.0,1,,,,,,39.91,Guayaquil,Guayas,D,1,2197.0,2016,3,12,1,Monday
1719585,1694637,2015-08-11,8,LINGERIE,70.0,0,,,,,,43.11,Quito,Pichincha,D,8,2656.0,2015,8,33,3,Tuesday
1895625,1870677,2015-11-18,47,CELEBRATION,20.0,0,,,,,,40.75,Quito,Pichincha,A,14,3464.0,2015,11,47,4,Wednesday
2537282,2494514,2016-11-03,50,FROZEN FOODS,193.006,7,Holiday,National,Ecuador,Independencia de Cuenca,False,44.66,Ambato,Tungurahua,A,14,2934.0,2016,11,44,4,Thursday
2670539,2624207,2017-01-16,4,HARDWARE,4.0,0,,,,,,,Quito,Pichincha,D,9,1394.0,2017,1,3,1,Monday
2000795,1974065,2016-01-16,48,BREAD/BAKERY,894.564,3,,,,,,,Quito,Pichincha,A,14,3763.0,2016,1,2,1,Saturday
2300128,2261213,2016-06-25,54,LAWN AND GARDEN,0.0,0,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,,El Carmen,Manabi,C,3,905.0,2016,6,25,2,Saturday
2905086,2856972,2017-05-27,20,PRODUCE,987.317,4,,,,,,,Quito,Pichincha,B,6,1571.0,2017,5,21,2,Saturday
1661262,1636314,2015-07-10,21,DELI,0.0,0,,,,,,52.74,Santo Domingo,Santo Domingo de los Tsachilas,B,6,,2015,7,28,3,Friday
1601447,1581845,2015-06-09,42,MAGAZINES,0.0,0,,,,,,60.15,Cuenca,Azuay,D,2,,2015,6,24,2,Tuesday
1748656,1723708,2015-08-28,23,LADIESWEAR,6.0,0,,,,,,45.29,Ambato,Tungurahua,D,9,1045.0,2015,8,35,3,Friday
2670692,2624360,2017-01-16,44,BEAUTY,21.0,2,,,,,,,Quito,Pichincha,A,5,4063.0,2017,1,3,1,Monday
2859076,2810962,2017-05-01,3,"LIQUOR,WINE,BEER",290.0,3,Holiday,National,Ecuador,Dia del Trabajo,False,48.83,Quito,Pichincha,D,8,3630.0,2017,5,18,2,Monday
2840430,2792316,2017-04-20,7,LINGERIE,20.0,0,,,,,,50.26,Quito,Pichincha,D,8,1700.0,2017,4,16,2,Thursday
2781436,2735104,2017-03-19,50,SCHOOL AND OFFICE SUPPLIES,5.0,0,,,,,,,Ambato,Tungurahua,A,14,3093.0,2017,3,11,1,Sunday
1627135,1607533,2015-06-24,14,BOOKS,0.0,0,,,,,,60.01,Riobamba,Chimborazo,C,7,1313.0,2015,6,26,2,Wednesday
2962389,2910711,2017-06-26,29,GROCERY I,3436.055,71,,,,,,43.24,Guayaquil,Guayas,E,10,1083.0,2017,6,26,2,Monday
2534972,2492204,2016-11-02,36,FROZEN FOODS,82.0,4,Holiday,National,Ecuador,Dia de Difuntos,False,45.32,Libertad,Guayas,E,10,1338.0,2016,11,44,4,Wednesday
1636750,1613584,2015-06-27,33,HOME AND KITCHEN II,17.0,0,,,,,,,Quevedo,Los Rios,C,3,1139.0,2015,6,26,2,Saturday
2689172,2642840,2017-01-27,13,BEAUTY,0.0,0,,,,,,53.18,Latacunga,Cotopaxi,C,15,751.0,2017,1,4,1,Friday
1559594,1539992,2015-05-17,19,HARDWARE,5.0,0,,,,,,,Guaranda,Bolivar,C,15,1241.0,2015,5,20,2,Sunday
3031557,2978097,2017-08-03,2,GROCERY I,3558.0,34,,,,,,49.03,Quito,Pichincha,D,13,1712.0,2017,8,31,3,Thursday
2664591,2618259,2017-01-13,23,CELEBRATION,15.0,0,,,,,,52.36,Ambato,Tungurahua,D,9,1037.0,2017,1,2,1,Friday
2278314,2242674,2016-06-15,34,PLAYERS AND ELECTRONICS,2.0,0,,,,,,47.92,Guayaquil,Guayas,B,6,1969.0,2016,6,24,2,Wednesday
1626805,1607203,2015-06-23,54,BOOKS,0.0,0,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,61.05,El Carmen,Manabi,C,3,788.0,2015,6,26,2,Tuesday
1897485,1872537,2015-11-19,49,HOME CARE,274.0,0,,,,,,40.55,Quito,Pichincha,A,11,2383.0,2015,11,47,4,Thursday
1925968,1901020,2015-12-05,48,"LIQUOR,WINE,BEER",260.0,0,Additional,Local,Quito,Fundacion de Quito-1,False,,Quito,Pichincha,A,14,3911.0,2015,12,49,4,Saturday
2035017,2008287,2016-02-04,9,CELEBRATION,7.0,0,,,,,,31.63,Quito,Pichincha,B,6,2158.0,2016,2,5,1,Thursday
2178381,2149869,2016-04-24,30,HOME CARE,149.0,0,Event,National,Ecuador,Terremoto Manabi+8,False,,Guayaquil,Guayas,C,3,659.0,2016,4,16,2,Sunday
2619761,2575211,2016-12-19,15,MAGAZINES,3.0,0,,,,,,52.13,Ibarra,Imbabura,C,15,1599.0,2016,12,51,4,Monday
1546908,1527306,2015-05-10,13,AUTOMOTIVE,14.0,0,Event,National,Ecuador,Dia de la Madre,False,,Latacunga,Cotopaxi,C,15,1354.0,2015,5,19,2,Sunday
2951667,2903553,2017-06-22,28,HOME AND KITCHEN I,25.0,7,,,,,,42.53,Guayaquil,Guayas,E,10,1161.0,2017,6,25,2,Thursday
2644319,2597987,2017-01-01,53,PREPARED FOODS,0.0,0,Holiday,National,Ecuador,Primer dia del ano,True,,Manta,Manabi,D,13,,2017,1,52,1,Sunday
1651790,1626842,2015-07-04,6,DAIRY,1499.0,2,,,,,,,Quito,Pichincha,D,13,2246.0,2015,7,27,3,Saturday
1893550,1868602,2015-11-17,39,EGGS,356.0,1,,,,,,40.73,Cuenca,Azuay,B,6,1361.0,2015,11,47,4,Tuesday
2516705,2473937,2016-10-23,23,PET SUPPLIES,4.0,0,,,,,,,Ambato,Tungurahua,D,9,945.0,2016,10,42,4,Sunday
2300496,2261336,2016-06-25,9,FROZEN FOODS,157.331,25,Holiday,Local,Machala,Fundacion de Machala,False,,Quito,Pichincha,B,6,2003.0,2016,6,25,2,Saturday
1795873,1770925,2015-09-23,48,GROCERY II,27.0,0,,,,,,44.53,Quito,Pichincha,A,14,2449.0,2015,9,39,3,Wednesday
3025097,2971637,2017-07-30,38,LAWN AND GARDEN,14.0,0,,,,,,,Loja,Loja,D,4,1839.0,2017,7,30,3,Sunday
1892459,1867511,2015-11-16,9,DAIRY,791.0,1,,,,,,41.68,Quito,Pichincha,B,6,1942.0,2015,11,47,4,Monday
1574566,1554964,2015-05-25,39,BOOKS,0.0,0,,,,,,,Cuenca,Azuay,B,6,1287.0,2015,5,22,2,Monday
2611532,2566982,2016-12-14,34,FROZEN FOODS,132.133,2,,,,,,51.01,Guayaquil,Guayas,B,6,2123.0,2016,12,50,4,Wednesday
2677365,2631033,2017-01-20,31,DELI,293.73,56,,,,,,52.33,Babahoyo,Los Rios,B,10,1244.0,2017,1,3,1,Friday
2821750,2775418,2017-04-11,32,LADIESWEAR,0.0,0,,,,,,53.38,Guayaquil,Guayas,C,3,793.0,2017,4,15,2,Tuesday
1622636,1603034,2015-06-21,37,PET SUPPLIES,7.0,0,,,,,,,Cuenca,Azuay,D,2,1303.0,2015,6,25,2,Sunday
1949817,1924869,2015-12-19,18,GROCERY I,3931.947,9,,,,,,,Quito,Pichincha,B,16,1612.0,2015,12,51,4,Saturday
1764266,1739318,2015-09-06,11,LAWN AND GARDEN,0.0,0,,,,,,,Cayambe,Pichincha,B,6,3182.0,2015,9,36,3,Sunday
3011144,2957684,2017-07-22,46,PET SUPPLIES,37.0,0,,,,,,,Quito,Pichincha,A,14,4187.0,2017,7,29,3,Saturday
1695383,1670435,2015-07-29,29,DAIRY,449.0,107,,,,,,48.77,Guayaquil,Guayas,E,10,872.0,2015,7,31,3,Wednesday
2926325,2878211,2017-06-08,17,HOME APPLIANCES,0.0,0,,,,,,45.68,Quito,Pichincha,C,12,1254.0,2017,6,23,2,Thursday
2987428,2933968,2017-07-09,31,BOOKS,0.0,0,,,,,,,Babahoyo,Los Rios,B,10,1629.0,2017,7,27,3,Sunday
2713167,2666835,2017-02-09,36,CELEBRATION,7.0,0,,,,,,52.99,Libertad,Guayas,E,10,1082.0,2017,2,6,1,Thursday
2800602,2754270,2017-03-30,39,MEATS,238.244,21,,,,,,50.3,Cuenca,Azuay,B,6,1164.0,2017,3,13,1,Thursday
1610064,1590462,2015-06-14,34,PLAYERS AND ELECTRONICS,9.0,0,,,,,,,Guayaquil,Guayas,B,6,2121.0,2015,6,24,2,Sunday
